SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Fri Dec 16 12:17:15 CET 2022
Benutzer: spektr
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F00406
Integrationszeit (usec): 100000 (USB4F00406)
Spektren Durchschnitt berechnet: 1 (USB4F00406)
Boxcar Glättung: 0 (USB4F00406)
Dunkelstromkorrektur: Nein (USB4F00406)
Puls/Lampe aktiviert: Nein (USB4F00406)
Correct for Detector Non-linearity: Nein (USB4F00406)
Streulichtkorrektur: Nein (USB4F00406)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,69	950,26
345,91	950,26
346,12	950,26
346,34	993,26
346,55	921,59
346,77	1071,09
346,98	1107,95
347,20	1069,04
347,41	1114,10
347,63	1140,72
347,84	1091,57
348,06	1216,49
348,27	1177,58
348,49	1079,28
348,70	1126,38
348,92	1093,62
349,13	1191,92
349,35	1062,90
349,56	1114,10
349,78	1091,57
349,99	1159,15
350,20	1097,71
350,42	1101,81
350,63	1150,96
350,85	1097,71
351,06	1157,10
351,28	1128,43
351,49	1101,81
351,71	1138,67
351,92	1081,33
352,14	1206,25
352,35	1066,99
352,57	1114,10
352,78	1150,96
353,00	1118,19
353,21	1146,86
353,43	1226,73
353,64	1089,52
353,85	1060,85
354,07	1064,94
354,28	1130,48
354,50	1144,81
354,71	1044,46
354,93	1112,05
355,14	1050,61
355,36	1105,90
355,57	1089,52
355,79	1136,62
356,00	1138,67
356,21	1114,10
356,43	1048,56
356,64	1044,46
356,86	1140,72
357,07	1097,71
357,29	1081,33
357,50	1153,01
357,72	1220,59
357,93	1089,52
358,14	1165,29
358,36	1144,81
358,57	1107,95
358,79	1136,62
359,00	1220,59
359,22	1163,25
359,43	1093,62
359,65	1142,77
359,86	1146,86
360,07	1161,20
360,29	1130,48
360,50	1114,10
360,72	1173,49
360,93	1159,15
361,14	1146,86
361,36	1316,84
361,57	1417,19
361,79	1685,48
362,00	1937,38
362,22	1912,80
362,43	1908,71
362,64	1722,34
362,86	1576,94
363,07	1417,19
363,29	1232,88
363,50	1187,82
363,72	1222,64
363,93	1165,29
364,14	1118,19
364,36	1206,25
364,57	1140,72
364,79	1206,25
365,00	1255,40
365,21	1316,84
365,43	1673,19
365,64	2338,78
365,86	2709,46
366,07	3018,71
366,28	3250,13
366,50	3160,02
366,71	2777,05
366,93	2451,42
367,14	2179,04
367,35	1849,32
367,57	1673,19
367,78	1509,35
367,99	1376,24
368,21	1333,23
368,42	1216,49
368,64	1255,40
368,85	1124,33
369,06	1089,52
369,28	1079,28
369,49	1157,10
369,71	1097,71
369,92	1126,38
370,13	1134,57
370,35	1167,34
370,56	1097,71
370,77	1103,86
370,99	1120,24
371,20	1124,33
371,42	1097,71
371,63	1095,66
371,84	1099,76
372,06	1165,29
372,27	1132,53
372,48	1093,62
372,70	1054,70
372,91	1161,20
373,12	1116,14
373,34	1103,86
373,55	1183,73
373,77	1071,09
373,98	1085,42
374,19	1153,01
374,41	1134,57
374,62	1159,15
374,83	1056,75
375,05	1112,05
375,26	1073,14
375,47	1202,16
375,69	1110,00
375,90	1101,81
376,11	1175,53
376,33	1185,77
376,54	1138,67
376,75	1136,62
376,97	1101,81
377,18	1138,67
377,40	1099,76
377,61	1105,90
377,82	1105,90
378,04	1120,24
378,25	1118,19
378,46	1081,33
378,68	1142,77
378,89	1179,63
379,10	1138,67
379,32	1107,95
379,53	1130,48
379,74	1169,39
379,96	1146,86
380,17	1118,19
380,38	1091,57
380,59	1132,53
380,81	1179,63
381,02	1066,99
381,23	1134,57
381,45	1177,58
381,66	1081,33
381,87	1075,18
382,09	1087,47
382,30	1138,67
382,51	1114,10
382,73	1124,33
382,94	1036,27
383,15	1120,24
383,37	1095,66
383,58	1054,70
383,79	1116,14
384,00	1116,14
384,22	1079,28
384,43	1079,28
384,64	1148,91
384,86	1118,19
385,07	1103,86
385,28	1110,00
385,50	1189,87
385,71	1044,46
385,92	1155,05
386,13	1163,25
386,35	1110,00
386,56	1118,19
386,77	1140,72
386,99	1044,46
387,20	1130,48
387,41	1138,67
387,63	1171,44
387,84	1095,66
388,05	1077,23
388,26	1136,62
388,48	1155,05
388,69	1163,25
388,90	1110,00
389,11	1007,60
389,33	1116,14
389,54	1071,09
389,75	1114,10
389,97	1097,71
390,18	1107,95
390,39	1103,86
390,60	1087,47
390,82	1130,48
391,03	1122,29
391,24	1056,75
391,45	1153,01
391,67	1136,62
391,88	1155,05
392,09	1150,96
392,31	1089,52
392,52	1175,53
392,73	1132,53
392,94	1120,24
393,16	1116,14
393,37	1132,53
393,58	1126,38
393,79	1130,48
394,01	1095,66
394,22	1118,19
394,43	1155,05
394,64	1155,05
394,86	1140,72
395,07	1155,05
395,28	1191,92
395,49	1173,49
395,71	1081,33
395,92	1083,38
396,13	1155,05
396,34	1101,81
396,56	1150,96
396,77	1146,86
396,98	1169,39
397,19	1183,73
397,40	1169,39
397,62	1161,20
397,83	1128,43
398,04	1064,94
398,25	1150,96
398,47	1179,63
398,68	1155,05
398,89	1073,14
399,10	1140,72
399,32	1253,36
399,53	1112,05
399,74	1183,73
399,95	1103,86
400,16	1105,90
400,38	1167,34
400,59	1193,97
400,80	1163,25
401,01	1132,53
401,22	1165,29
401,44	1140,72
401,65	1132,53
401,86	1150,96
402,07	1163,25
402,29	1138,67
402,50	1187,82
402,71	1142,77
402,92	1206,25
403,13	1193,97
403,35	1056,75
403,56	1169,39
403,77	1132,53
403,98	1150,96
404,19	1251,31
404,41	1249,26
404,62	1316,84
404,83	1566,70
405,04	2015,20
405,25	3016,66
405,47	3993,54
405,68	4495,29
405,89	4573,11
406,10	4304,83
406,31	3426,25
406,52	2486,23
406,74	1880,04
406,95	1441,77
407,16	1286,12
407,37	1153,01
407,58	1148,91
407,80	1107,95
408,01	1179,63
408,22	1269,74
408,43	1331,18
408,64	1349,61
408,85	1386,47
409,07	1341,42
409,28	1347,56
409,49	1322,99
409,70	1265,64
409,91	1175,53
410,12	1187,82
410,34	1116,14
410,55	1157,10
410,76	1140,72
410,97	1167,34
411,18	1171,44
411,39	1120,24
411,61	1159,15
411,82	1163,25
412,03	1118,19
412,24	1091,57
412,45	1228,78
412,66	1140,72
412,87	1148,91
413,09	1144,81
413,30	1179,63
413,51	1150,96
413,72	1138,67
413,93	1073,14
414,14	1060,85
414,35	1066,99
414,57	1138,67
414,78	1148,91
414,99	1062,90
415,20	1148,91
415,41	1171,44
415,62	1116,14
415,83	1155,05
416,05	1116,14
416,26	1155,05
416,47	1167,34
416,68	1116,14
416,89	1107,95
417,10	1236,97
417,31	1146,86
417,52	1060,85
417,74	1069,04
417,95	1179,63
418,16	1159,15
418,37	1110,00
418,58	1167,34
418,79	1130,48
419,00	1122,29
419,21	1140,72
419,43	1132,53
419,64	1157,10
419,85	1155,05
420,06	1107,95
420,27	1163,25
420,48	1144,81
420,69	1187,82
420,90	1142,77
421,11	1110,00
421,33	1110,00
421,54	1155,05
421,75	1148,91
421,96	1179,63
422,17	1187,82
422,38	1134,57
422,59	1083,38
422,80	1157,10
423,01	1107,95
423,22	1187,82
423,43	1116,14
423,65	1085,42
423,86	1189,87
424,07	1087,47
424,28	1159,15
424,49	1159,15
424,70	1146,86
424,91	1122,29
425,12	1124,33
425,33	1300,46
425,54	1150,96
425,75	1193,97
425,96	1087,47
426,18	1105,90
426,39	1138,67
426,60	1173,49
426,81	1122,29
427,02	1175,53
427,23	1146,86
427,44	1200,11
427,65	1128,43
427,86	1110,00
428,07	1169,39
428,28	1161,20
428,49	1179,63
428,70	1130,48
428,91	1134,57
429,13	1128,43
429,34	1144,81
