SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Fri Dec 16 12:24:00 CET 2022
Benutzer: spektr
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F00406
Integrationszeit (usec): 100000 (USB4F00406)
Spektren Durchschnitt berechnet: 1 (USB4F00406)
Boxcar Glättung: 0 (USB4F00406)
Dunkelstromkorrektur: Nein (USB4F00406)
Puls/Lampe aktiviert: Nein (USB4F00406)
Correct for Detector Non-linearity: Nein (USB4F00406)
Streulichtkorrektur: Nein (USB4F00406)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,69	1103,86
345,91	1103,86
346,12	1103,86
346,34	1095,66
346,55	1136,62
346,77	1116,14
346,98	1148,91
347,20	1187,82
347,41	1236,97
347,63	1212,40
347,84	1241,07
348,06	1288,17
348,27	1257,45
348,49	1183,73
348,70	1230,83
348,92	1153,01
349,13	1255,40
349,35	1234,93
349,56	1271,79
349,78	1345,52
349,99	1474,54
350,20	1304,56
350,42	1312,75
350,63	1396,71
350,85	1363,95
351,06	1435,63
351,28	1417,19
351,49	1417,19
351,71	1320,94
351,92	1392,62
352,14	1513,45
352,35	1449,96
352,57	1433,58
352,78	1439,72
353,00	1384,43
353,21	1447,91
353,43	1454,06
353,64	1370,09
353,85	1417,19
354,07	1382,38
354,28	1345,52
354,50	1445,87
354,71	1363,95
354,93	1439,72
355,14	1378,28
355,36	1398,76
355,57	1279,98
355,79	1439,72
356,00	1396,71
356,21	1431,53
356,43	1409,00
356,64	1462,25
356,86	1482,73
357,07	1423,34
357,29	1419,24
357,50	1441,77
357,72	1558,50
357,93	1376,24
358,14	1361,90
358,36	1406,95
358,57	1425,39
358,79	1429,48
359,00	1503,21
359,22	1480,68
359,43	1445,87
359,65	1476,59
359,86	1470,44
360,07	1409,00
360,29	1384,43
360,50	1454,06
360,72	1449,96
360,93	1490,92
361,14	1431,53
361,36	1409,00
361,57	1505,26
361,79	1429,48
362,00	1468,39
362,22	1476,59
362,43	1433,58
362,64	1499,11
362,86	1538,02
363,07	1449,96
363,29	1474,54
363,50	1456,11
363,72	1519,59
363,93	1454,06
364,14	1492,97
364,36	1482,73
364,57	1533,93
364,79	1492,97
365,00	1449,96
365,21	1470,44
365,43	1421,29
365,64	1540,07
365,86	1503,21
366,07	1427,43
366,28	1447,91
366,50	1511,40
366,71	1441,77
366,93	1535,98
367,14	1452,01
367,35	1511,40
367,57	1501,16
367,78	1619,94
367,99	1527,78
368,21	1538,02
368,42	1540,07
368,64	1613,80
368,85	1482,73
369,06	1566,70
369,28	1503,21
369,49	1552,36
369,71	1568,74
369,92	1419,24
370,13	1531,88
370,35	1523,69
370,56	1509,35
370,77	1540,07
370,99	1556,46
371,20	1443,82
371,42	1495,02
371,63	1509,35
371,84	1482,73
372,06	1572,84
372,27	1570,79
372,48	1478,63
372,70	1552,36
372,91	1628,14
373,12	1572,84
373,34	1533,93
373,55	1548,26
373,77	1503,21
373,98	1603,56
374,19	1562,60
374,41	1648,61
374,62	1540,07
374,83	1583,08
375,05	1634,28
375,26	1581,03
375,47	1646,57
375,69	1634,28
375,90	1568,74
376,11	1675,24
376,33	1660,90
376,54	1671,14
376,75	1642,47
376,97	1529,83
377,18	1738,73
377,40	1660,90
377,61	1658,85
377,82	1544,17
378,04	1572,84
378,25	1621,99
378,46	1626,09
378,68	1638,38
378,89	1535,98
379,10	1687,53
379,32	1626,09
379,53	1669,09
379,74	1656,81
379,96	1675,24
380,17	1597,42
380,38	1611,75
380,59	1607,66
380,81	1701,86
381,02	1531,88
381,23	1665,00
381,45	1693,67
381,66	1640,42
381,87	1636,33
382,09	1640,42
382,30	1617,90
382,51	1667,05
382,73	1771,49
382,94	1673,19
383,15	1734,63
383,37	1699,81
383,58	1765,35
383,79	1685,48
384,00	1853,41
384,22	1769,44
384,43	1712,10
384,64	1789,92
384,86	1689,57
385,07	1744,87
385,28	1712,10
385,50	1761,25
385,71	1779,68
385,92	1777,64
386,13	1820,64
386,35	1728,49
386,56	1748,97
386,77	1763,30
386,99	1673,19
387,20	1736,68
387,41	1767,40
387,63	1810,40
387,84	1783,78
388,05	1781,73
388,26	1818,60
388,48	1896,42
388,69	1826,79
388,90	1892,32
389,11	1796,07
389,33	1857,51
389,54	1839,08
389,75	1845,22
389,97	1843,17
390,18	1830,88
390,39	1826,79
390,60	1712,10
390,82	1820,64
391,03	1873,89
391,24	1859,56
391,45	1869,80
391,67	1892,32
391,88	1859,56
392,09	1834,98
392,31	1849,32
392,52	1861,60
392,73	1945,57
392,94	1861,60
393,16	1884,13
393,37	1843,17
393,58	1898,47
393,79	1933,28
394,01	1918,95
394,22	1935,33
394,43	1941,47
394,64	1918,95
394,86	1896,42
395,07	1890,28
395,28	2009,06
395,49	1945,57
395,71	1884,13
395,92	1884,13
396,13	1900,52
396,34	1914,85
396,56	2050,02
396,77	1978,34
396,98	1998,82
397,19	1984,48
397,40	2060,26
397,62	2002,91
397,83	2072,54
398,04	2025,44
398,25	2011,11
398,47	1951,71
398,68	1908,71
398,89	2086,88
399,10	2029,54
399,32	2099,17
399,53	1937,38
399,74	2052,06
399,95	2027,49
400,16	2090,98
400,38	2129,89
400,59	2015,20
400,80	2037,73
401,01	2156,51
401,22	2101,22
401,44	2078,69
401,65	2127,84
401,86	2117,60
402,07	2105,31
402,29	2019,30
402,50	2168,80
402,71	1982,43
